מספר חברה,שם חברה,שם באנגלית,סוג תאגיד,סטטוס חברה,תאור חברה,מטרת החברה,תאריך התאגדות,חברה ממשלתית,מגבלות,מפרה,שנה אחרונה של דוח שנתי (שהוגש),city,street,number,מיקוד,ת.ד.,מדינה,אצל,תת סטטוס,TAB_Changes_Dates.latest_change,Year,Month
514091438,ססליה בע~מ,CECILIA LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,24.01.08 00:00,לא,מוגבלת,,2021,יהוד-מונוסון,דרך החורש,4,5647003,,ישראל,,,25.12.2017,2017,12
514092014,דאטס איט פתרונות בע~מ,THAT'S IT SOLUTIONS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,27.01.08 00:00,לא,מוגבלת,,2022,אבן יהודה,אמנון ותמר,84,4050000,,ישראל,פוקס רן ,,04.03.2015,2015,3
514094515,אייקון פיטנס ישראל בע~מ,ICON FITNESS ISRAEL LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,03.02.08 00:00,לא,מוגבלת,,2021,קיסריה,שד רוטשילד,10,3088900,,ישראל,מעדוןגו אקטיב קיסריה,,30.06.2021,2021,6
514094598,ל.פ. חולון בע~מ,L.F. HOLON LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,03.02.08 00:00,לא,מוגבלת,מפרה,2013,סביון,הנוף,13,5654013,,ישראל,,,08.05.2015,2015,5
514094614,בבלס טצת בע~מ,BUBBLES TEZET LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,03.02.08 00:00,לא,מוגבלת,,2021,סביון,אנפה,16,5652976,,ישראל,,,14.11.2019,2019,11
514094820,ס.ת.ע. ניהול ואחזקות בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,03.02.08 00:00,לא,מוגבלת,,2022,אבן יהודה,העצמאות,1,4050269,,ישראל,שמואל יעקובי ,,28.03.2022,2022,3
514095231,ליאורה ניב אדריכלות ועיצוב פנים בע~מ,LIORA NIV ARCHITECTURE AND INTERIOR DESIGN LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,03.02.08 00:00,לא,מוגבלת,,2022,סביון,הדרום,11,5653211,,ישראל,,,08.07.2020,2020,7
514095306,יונתן שסטוביץ בע~מ,JONATHAN SCHESTOWITZ LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,03.02.08 00:00,לא,מוגבלת,,2022,קיסריה,אלון התבור,10,3088900,,ישראל,ש. שסטוביץ,,13.05.2019,2019,5
514095892,הייבריד אינטראקשיין בע~מ,HYBRID INTERACTION LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,04.02.08 00:00,לא,מוגבלת,,2021,בנימינה,שביל החלב,1,3053101,,ישראל,,,04.01.2022,2022,1
514096304,וירטואל טווינס בע~מ,VIRTUAL TWEENS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,04.02.08 00:00,לא,מוגבלת,מפרה,2013,הוד השרון,היובלים,3,,,ישראל,,,17.07.2014,2014,7
514096387,גוטאיט בע~מ,GHOTIT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,04.02.08 00:00,לא,מוגבלת,,2020,אבן יהודה,באר גנים,33,4050000,,ישראל,,,26.11.2019,2019,11
514096411,לבן על לבן בע~מ ,WHITE ON WHITE LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,04.02.08 00:00,לא,מוגבלת,,2022,פרדס חנה-כרכור,תדהר,5,,,ישראל,,,25.04.2021,2021,4
514096684,מפות בצבעים בע~מ,TABLECLOTHS IN COLORS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,04.02.08 00:00,לא,מוגבלת,,2021,קיסריה,אלון התבור,20,3079519,,ישראל,ת.ד 3570,,07.12.2020,2020,12
514096734,אסף שולמן חברה לאחזקות בע~מ,ASSAF SHULMAN HOLDING COMPANY LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,05.02.08 00:00,לא,מוגבלת,,2022,אבן יהודה,העצמאות,1,4050269,,ישראל,שמואל יעקובי ,,10.01.2016,2016,1
514097013,שרשרת קשרים בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,05.02.08 00:00,לא,מוגבלת,,2021,ראש העין,המלאכה,16,4809139,,ישראל,,,22.05.2019,2019,5
514097047,היפר גולד בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,05.02.08 00:00,לא,מוגבלת,מפרה,2019,הוד השרון,חנקין,12,4531212,,ישראל,,,06.10.2019,2019,10
514097237,ג'ורי ששון ובנו נכסים בע~מ,GURI SASSON & SON PROPERTIES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,11.02.08 00:00,לא,מוגבלת,,2021,יהוד-מונוסון,גורדון,7,5630604,,ישראל,,,13.09.2018,2018,9
514097500,עמי-רוד שירותים ואחזקות בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,11.02.08 00:00,לא,מוגבלת,מפרה,2020,ראש העין,יפה ירקוני,8,,,ישראל,,,04.05.2021,2021,5
514099050,אחזקות יעוץ וארגון ח.ח.ע.ע. בע~מ,HOLDINGS CONSULTING & ORGANIZATION H.H.I.I. LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,07.02.08 00:00,לא,מוגבלת,מפרה,2018,כפר יונה,הבשן,15,4030000,,ישראל,,,05.07.2018,2018,7
514100874,נתיבי הכרמל מערכות ותפעול בע~מ,HACARMEL LANES SYSTEMS AND OPERATION LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,12.02.08 00:00,לא,מוגבלת,,2021,ראש העין, ,,4810401,,ישראל,מרכז בקרה בצומת הצ'ק פוסט חיפה,,06.04.2022,2022,4
514101013,ארן ט.ש. תעשיות בע~מ,ORN T.S. INDUSTRIES  LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,12.02.08 00:00,לא,מוגבלת,,2021,אבן יהודה,בני בנימין,1,4050000,,ישראל,,,14.07.2021,2021,7
514102565,מ.א. אשכול אחזקות בע~מ,M.A. ESHKOL HOLDINGS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,14.02.08 00:00,לא,מוגבלת,,2021,קיסריה,האשל,29,3088900,,ישראל,די.פי.אל תעשיות מוצרים חד פעמיים בע~מ,,01.07.2021,2021,7
514103092,ווסט קוסט בע~מ,WEST COAST LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,17.02.08 00:00,לא,מוגבלת,מפרה,2019,פרדסיה,הצבר,10,4281500,,ישראל,גיא סחלי,,07.01.2021,2021,1
514103951,מ.י.א בשן ייעוץ בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,20.02.08 00:00,לא,מוגבלת,,2021,זכרון יעקב,הזוהר,10,,,ישראל,,,30.07.2019,2019,7
514105964,אור השחר אנרגיה בע~מ,OR HASHACHAR ENERGY LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,24.02.08 00:00,לא,מוגבלת,מפרה,2017,אבן יהודה,הפלמ~ח,0,4050000,,ישראל,,,25.02.2014,2014,2
514105998,ארזואן הסעות בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,24.02.08 00:00,לא,מוגבלת,,2021,פרדס חנה-כרכור,האורנים,10,3701810,,ישראל,,,23.09.2019,2019,9
514106160,ברעם אדריכלים וניהול פרויקטים בע~מ,BARAM ARCHITECTS & PROJECTS MANAGEMENT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,24.02.08 00:00,לא,מוגבלת,מפרה,2022,הוד השרון,רש~י,6,4501852,,ישראל,,,29.12.2020,2020,12
514106376,ילדי החלומות בע~מ,YALDEY HAHALOMOT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,25.02.08 00:00,לא,מוגבלת,,2022,כפר יונה,רותם,18,403000,,ישראל,מירב גולד,,15.03.2020,2020,3
514107101,שולי נציגויות בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,26.02.08 00:00,לא,מוגבלת,מפרה,2019,הוד השרון,בן גמלא יהושע,9,4532211,,ישראל,גבאי שאול,,22.12.2019,2019,12
514107366,מרכז רפואי - י.ש בינת השן (2008) בע~מ,MERKAZ RFUI - Y.S BINAT HASHEN (2008) LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,26.02.08 00:00,לא,מוגבלת,מפרה,2017,ראש העין,שבזי,54,4802161,,ישראל,יוסי שימחי ,,10.12.2017,2017,12
514107986,ניו גלובס בע~מ,NEW GLOBES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,27.02.08 00:00,לא,מוגבלת,,2020,כפר יונה,יקינטון,51,4030000,,ישראל,,,17.06.2020,2020,6
514109354,קיסריה יבוא יצוא ושיווק אריזות בע~מ,CAESARIA IMPORT EXPORT AND MARKETING OF PACKAGES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,02.03.08 00:00,לא,מוגבלת,,2020,קיסריה,השחף,1,3088900,,ישראל,,,24.08.2020,2020,8
514109362,טאקולור בע~מ,TECOLOR LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,02.03.08 00:00,לא,מוגבלת,מפרה,2012,אבן יהודה,עגור,7,4050000,,ישראל,,,23.06.2015,2015,6
514110410,אסיאג מדע ייעוץ ושירותים בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,04.03.08 00:00,לא,מוגבלת,מפרה,2021,סביון,התומר,20,5654220,,ישראל,,,22.11.2021,2021,11
514110840,קרפט שיפוצים ובניה בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,04.03.08 00:00,לא,מוגבלת,מפרה,,יהוד-מונוסון,ויצמן,36,61081,,ישראל,,,05.07.2018,2018,7
514111194,חשיבה בריאותית בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,05.03.08 00:00,לא,מוגבלת,,2022,פרדס חנה-כרכור,צלצלי תרועה,20,,,ישראל,,,12.04.2022,2022,4
514111251,אלון אשד יעוץ ניהולי ושירותי חשבונאות בע~מ,ALON ESHED MANAGEMENT CONSULTING & ACCOUNTING SERVICES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,05.03.08 00:00,לא,מוגבלת,,2020,בנימינה,הכרם,6,3057026,,ישראל,,,27.02.2019,2019,2
514113893,קרמבו אטרקציות לאירועים בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,12.03.08 00:00,לא,מוגבלת,,2020,הוד השרון,הסדן,11,4531813,,ישראל,,,07.01.2021,2021,1
514116615,בינהמינה בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,19.03.08 00:00,לא,מוגבלת,,2021,בנימינה,הגבורים,11,3053911,,ישראל,אמיר זימן,,24.12.2018,2018,12
514117191,ש.י. שילא השקעות בע~מ,S.I. SILLA INVESTMENTS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,19.03.08 00:00,לא,מוגבלת,,2021,אבן יהודה,האגס,6,4050000,,ישראל,יצחק שנידובסקי ,,11.09.2019,2019,9
514118389,וריפיול בע~מ,VERIFUEL LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,24.03.08 00:00,לא,מוגבלת,,2022,ראש העין,המלאכה,8,4809114,,ישראל,,,19.12.2019,2019,12
514118744,סייפסייד טכנולוגיות בע~מ,SAFESIDE TECHNOLOGIES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,24.03.08 00:00,לא,מוגבלת,,2021,זכרון יעקב,אלון יגאל,27,3092827,,ישראל,,,25.07.2019,2019,7
514119908,בי.די.יו.איי ניהול יזמות והשקעות בע~מ,B.D.U.I MANAGEMENT & ENTERPRISE LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,26.03.08 00:00,לא,מוגבלת,,2020,פרדס חנה-כרכור,המייסדים,11,3706445,,ישראל,בר דוד אהוד,,24.02.2020,2020,2
514120054,מ.ז. ניהול והפעלה (2008) בע~מ,M.Z MANAGEMENT AND OPERATION (2008) LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,26.03.08 00:00,לא,מוגבלת,,2021,קיסריה,הטוחן,8,3088900,,ישראל,,,03.10.2021,2021,10
514120237,עזריאלי אי קומרס בע~מ,AZRIELI E-COMMERCE LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,27.03.08 00:00,לא,מוגבלת,,2021,הוד השרון,החרש,4,4524075,,ישראל,,,16.01.2022,2022,1
514121037,י.ד. (רעננה) ניהול מסעדות בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,30.03.08 00:00,לא,מוגבלת,,2020,אבן יהודה,שיזף,3,4052439,,ישראל,,,20.05.2021,2021,5
514123116,ח.י.ח.  השקעות ובניה (2008) בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,02.04.08 00:00,לא,מוגבלת,,2021,פרדס חנה-כרכור,דרך הבנים,17,3707368,,ישראל,,,09.01.2020,2020,1
514124205,ג'י-פורסייט בע~מ,G-FORESIGHT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,06.04.08 00:00,לא,מוגבלת,מפרה,2019,קיסריה,אודם,7,3088900,,ישראל,רון גפני ,,08.01.2020,2020,1
514124742,משק יוסף בע~מ,YOSEF'S FARM LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,07.04.08 00:00,לא,מוגבלת,,2020,הוד השרון,התמר,4,4524004,,ישראל,,,15.08.2018,2018,8
514125186,מעסיקום דיגיטל   בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,08.04.08 00:00,לא,מוגבלת,,2022,יהוד-מונוסון,דרך החורש,4,5647003,,ישראל,,,15.10.2014,2014,10
514126747,אלד השקעות בע~מ,ALAD INVESTMENTS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,10.04.08 00:00,לא,מוגבלת,,2021,כפר יונה,העמק,36,4030000,,ישראל,,,05.07.2020,2020,7
514126960,בריו אינטראקשיין דיזיין בע~מ,BRIO INTERACTION DESIGN LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,13.04.08 00:00,לא,מוגבלת,,2021,אבן יהודה,שדמה,33,4050000,,ישראל,נועה ביחובסקי,,02.02.2021,2021,2
514127257,ג'אמינגווי בע~מ,JAMMINGWAY LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,13.04.08 00:00,לא,מוגבלת,,2021,סביון,הדקל,8,5652108,,ישראל,,,23.09.2019,2019,9
514127505,פרמסוטיקל ריסרצ' אסוסיאטס ישראל בע~מ,PHARMACEUTICAL RESEARCH ASSOCIATES ISRAEL LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,14.04.08 00:00,לא,מוגבלת,,2021,הוד השרון,החרש,4,4524075,,ישראל,,,22.11.2018,2018,11
514127992,ר. מגדון בע~מ,R. MAGEDON LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,15.04.08 00:00,לא,מוגבלת,מפרה,2017,בנימינה,ששת הימים,1,3057701,,ישראל,יאיר גור גייר,,14.06.2017,2017,6
514128008,שח-בר חברה קבלנית לבניה בע~מ,SHACH-BAR BUILDING CONTRACTOR COMPANY LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,15.04.08 00:00,לא,מוגבלת,,2021,אבן יהודה,האלה,33,4050000,,ישראל,,,07.11.2014,2014,11
514128321,דע ידע בע~מ,KNOW KNOWLEDGE LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,15.04.08 00:00,לא,מוגבלת,,2021,ראש העין,עמל,13,4809249,,ישראל,,,29.07.2021,2021,7
514128727,אקסלנס סקיוריטי סולושינס בע~מ,EXCELLENCE SECURITY SOLUTIONS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,16.04.08 00:00,לא,מוגבלת,,2021,הוד השרון,ישורון,36,4520050,,ישראל,,,26.01.2020,2020,1
514128990,אלכס פחמן בע~מ,ALEX PACHMAN LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,16.04.08 00:00,לא,מוגבלת,,2021,הוד השרון,פרג,20,4521154,,ישראל,,,01.09.2021,2021,9
514129550,טריטופ סיגא בע~מ,TREETOP SYGA LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,17.04.08 00:00,לא,מוגבלת,,2021,אבן יהודה,תפוח,3,4050000,,ישראל,,,26.11.2019,2019,11
514129576,ש.ח.מ.מ. מחשבים יעוץ וניהול פרויקטים טכנולוגים בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,17.04.08 00:00,לא,מוגבלת,,2022,ראש העין,אלוף הרב גורן,58,4806809,,ישראל,עדי שרי חדד,,10.12.2019,2019,12
514130103,אקסקיוט אפס בע~מ,EXECUTE-APPS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,17.04.08 00:00,לא,מוגבלת,,2021,הוד השרון,מרגלית,12,4504517,,ישראל,,,30.05.2021,2021,5
514130640,סמקון גרופ בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,28.04.08 00:00,לא,מוגבלת,,2021,ראש העין,העבודה,7,4801757,,ישראל,,,02.04.2021,2021,4
514131838,מד שירותי רפואה לזרים בע~מ,MED MEDICAL SERVICES FOR FOREIGNERS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,30.04.08 00:00,לא,מוגבלת,מפרה,2022,יהוד-מונוסון,דרך העצמאות,6,5630402,,ישראל,,,18.10.2014,2014,10
514135912,דליה ארמוני די.אי. דיזיין בע~מ,DALIA ARMONY D.A. DESIGN LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,12.05.08 00:00,לא,מוגבלת,מפרה,2019,אבן יהודה,תל צור,15,4054620,,ישראל,,,06.08.2019,2019,8
514136225,אוגל השקעות בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,19.05.08 00:00,לא,מוגבלת,,2021,יהוד-מונוסון,שיפון,1,5647401,,ישראל,,,14.01.2019,2019,1
514136803,י.ת. ניהול מסעדות בע~מ,Y.T. RESTAURANTS MANAGEMENT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,14.05.08 00:00,לא,מוגבלת,מפרה,2012,הוד השרון,דרך רמתים,97,4526004,,ישראל,,,04.06.2012,2012,6
514137421,קליל שינוע בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,15.05.08 00:00,לא,מוגבלת,מפרה,2021,כפר יונה,הגולן,22,4033348,,ישראל,,,09.06.2015,2015,6
514138239,ד. מידן נכסים בע~מ,D. MEIDAN PROPERTIES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,18.05.08 00:00,לא,מוגבלת,,2022,פרדס חנה-כרכור,המושב,33,3706933,,ישראל,,,07.10.2018,2018,10
514138692,וילאר רבדים בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,19.05.08 00:00,לא,מוגבלת,,2020,קיסריה,האשל,3,3088900,,ישראל,וילאר,,17.12.2020,2020,12
514140086,מוניות יהב צפריר בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,21.05.08 00:00,לא,מוגבלת,,2021,אבן יהודה,המיסדים,41,4051113,,ישראל,,,11.03.2019,2019,3
514141100,דויצ'לאנד פרוייקטים ויזמות בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,25.05.08 00:00,לא,מוגבלת,מפרה,2020,ראש העין,המלאכה,4,4810302,,ישראל,ת.ד 440 ראש העין,,31.05.2021,2021,5
514141316,אולקלאוד יישומים ארגוניים בע~מ,ALLCLOUD BUSINESS APPLICATIONS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,25.05.08 00:00,לא,מוגבלת,,2022,ראש העין,עמל,13,4809249,,ישראל,,,01.11.2020,2020,11
514142033,מצדה פרנצ'יסז בע~מ,MASADA FRANCHISES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,26.05.08 00:00,לא,מוגבלת,מפרה,2016,סביון,הראשונים,6,5651204,,ישראל,ערן חצור,,10.10.2012,2012,10
514142967,מולטי דורלוק בע~מ,MULTI DOORLOCK LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,27.05.08 00:00,לא,מוגבלת,,2021,כפר יונה,אשל,13,4034664,,ישראל,רונן אשר,,05.03.2019,2019,3
514143155,ת.ש.מ.ס. בע~מ,T.SH.M.S. LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,29.05.08 00:00,לא,מוגבלת,מפרה,2018,סביון,השקמה,1,56518,,ישראל,,,11.06.2018,2018,6
514143205,ביכורי חנין בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,28.05.08 00:00,לא,מוגבלת,,2021,אבן יהודה,התעשיה,0,4050000,,ישראל,גלי משה,,05.01.2018,2018,1
514144344,מסד עוז אי.וי.איי בע~מ,MASSAD OZ E.V.I LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,29.05.08 00:00,לא,מוגבלת,,2021,ראש העין,נצב~א סיטי צומת קסם ,,4810301,,ישראל,,,24.02.2022,2022,2
514144518,נ.א.ש. חריטה וכרסום בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,01.06.08 00:00,לא,מוגבלת,,2021,הוד השרון,היובלים,26,4524767,,ישראל,,,10.01.2021,2021,1
514144658,א.ד.א. שר ייזום ובניה בע~מ,A.D.A. SHER ENTERPRISE AND CONSTRUCTION LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,01.06.08 00:00,לא,מוגבלת,,2020,הוד השרון,המסגר,14,4524814,,ישראל,עו~ד בטי אדר,,19.07.2019,2019,7
514145085,שורץ פלוס אדריכלים בע~מ,SHVARTZ PLUS ARCHITECTS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,02.06.08 00:00,לא,מוגבלת,,2021,סביון,צופית,2,5652302,,ישראל,,,30.06.2014,2014,6
514145556,גרינטק י.ג. הנדסה בע~מ,GREENTECH Y.G. ENGINEERING LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,03.06.08 00:00,לא,מוגבלת,,2021,אבן יהודה,הנוטר,58,4050858,,ישראל,,,15.09.2019,2019,9
514146141,אקוויט נאמנות בע~מ,AQUATE TRUST LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,04.06.08 00:00,לא,מוגבלת,מפרה,,ראש העין,המלאכה,13,4809129,,ישראל,,,24.07.2012,2012,7
514146182,ים חניונים בע~מ,YAM PARKING LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,04.06.08 00:00,לא,מוגבלת,,2020,ראש העין,עמל,11,4809239,,ישראל,,,19.01.2021,2021,1
514147057,טראנסייפ בע~מ,TRANSAFE LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,05.06.08 00:00,לא,מוגבלת,,2022,סביון,סמ הנרקיס גני יהודה,5,5690500,,ישראל,,,05.04.2020,2020,4
514148550,אטיפ בע~מ,ETIP LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,11.06.08 00:00,לא,מוגבלת,,2022,זכרון יעקב,השקד,30,3090127,,ישראל,,,18.12.2019,2019,12
514150226,בית הבובות של שחר עוזר בע~מ,BEITH HABUBOT OF SHAHAR OZER LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,16.06.08 00:00,לא,מוגבלת,,2021,ראש העין,יפה ירקוני,3,4813908,,ישראל,עוזר שחר ומירב,,12.06.2019,2019,6
514150861,א. פריירמן תעשיות אלומיניום  בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,16.06.08 00:00,לא,מוגבלת,,2020,כפר יונה,הגליל,55,0,,ישראל,,,18.12.2017,2017,12
514150879,אמיר ביט בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,17.06.08 00:00,לא,מוגבלת,,2020,יהוד-מונוסון,פרחי הבר,38,5647847,,ישראל,משפ' סידס,,19.06.2019,2019,6
514150903,אייל כ. סוכנות לביטוח (2008) בע~מ,EYAL C. INSURANCE AGENCY (2008) LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,17.06.08 00:00,לא,מוגבלת,,2021,פרדס חנה-כרכור,הדקלים,279,,,ישראל,בית זהבי,,26.12.2021,2021,12
514152297,ע. מרגולין שיווק נדל~ן בע~מ,I. MARGOLIN REAL ESTATE MARKETING LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,19.06.08 00:00,לא,מוגבלת,,2021,סביון,סנונית,7,,,ישראל,מרגולין עידן,,08.03.2018,2018,3
514153212,טופי שירותי יעוץ בע~מ ,TOFY CONSULTING SERVICES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,23.06.08 00:00,לא,מוגבלת,,2022,יהוד-מונוסון,עינבר נוה אפרים,24,6019000,,ישראל,אילן נח,,04.07.2017,2017,7
514153345,אקפאק ס ל בע~מ,EKPAC SL LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,23.06.08 00:00,לא,מוגבלת,מפרה,2019,קיסריה,הדר,17,3088900,,ישראל,,,24.07.2011,2011,7
514154376,ק.ב. אגדה יזמות עסקית בע~מ,K.B. AGADA BUSINESS DEVELOPMENT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,24.06.08 00:00,לא,מוגבלת,,2021,יהוד-מונוסון,חתוכה סעדיה,2,5627002,,ישראל,גל ברוך,,06.07.2020,2020,7
514155084,י.ש. דויטש הנדסה בע~מ,Y.S. DEUTSCH ENGINEERING LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,29.06.08 00:00,לא,מוגבלת,,2021,זכרון יעקב,ספינת אגוז,19,3095388,,ישראל,דויטש יוסי ,,12.01.2015,2015,1
514155100,"מרכז  דניאל, הבחירה החופשית בע~מ",,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,26.06.08 00:00,לא,מוגבלת,מפרה,2015,יהוד-מונוסון,דרך העצמאות,43,5630209,,ישראל,,,20.12.2012,2012,12
